component_type,domain,path_or_route,responsibility,entry_point,dependencies,side_effects,authorization,test_evidence,status
model,"Parking","app/Models\ParkingLot.php:8","Eloquent model for ParkingLot persistence and relationships","ParkingLot","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
model,"Parking","app/Models\ParkingCustomer.php:8","Eloquent model for ParkingCustomer persistence and relationships","ParkingCustomer","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
model,"Messaging and automation","app/Models\OutboundMessage.php:7","Eloquent model for OutboundMessage persistence and relationships","OutboundMessage","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
model,"Messaging and automation",app/Models\MessageTemplate.php:7,"Eloquent model for MessageTemplate persistence and relationships",MessageTemplate,"Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
model,"Marketing","app/Models\MarketingReview.php:8","Eloquent model for MarketingReview persistence and relationships","MarketingReview","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
model,"Marketing","app/Models\MarketingContentCalendar.php:8","Eloquent model for MarketingContentCalendar persistence and relationships","MarketingContentCalendar","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
model,"Marketing","app/Models\MarketingChannel.php:7","Eloquent model for MarketingChannel persistence and relationships","MarketingChannel","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
model,"Marketing","app/Models\MarketingCampaign.php:9","Eloquent model for MarketingCampaign persistence and relationships","MarketingCampaign","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
model,"Marketing","app/Models\MarketingAdSpendLog.php:8","Eloquent model for MarketingAdSpendLog persistence and relationships","MarketingAdSpendLog","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
model,"Lodging","app/Models\LodgingSyncLink.php:8","Eloquent model for LodgingSyncLink persistence and relationships","LodgingSyncLink","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
model,"Lodging","app/Models\LodgingReservation.php:8","Eloquent model for LodgingReservation persistence and relationships","LodgingReservation","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
model,"Lodging","app/Models\LodgingProperty.php:8","Eloquent model for LodgingProperty persistence and relationships","LodgingProperty","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
model,"Budget and Telegram","app/Models\BudgetTransaction.php:8","Eloquent model for BudgetTransaction persistence and relationships","BudgetTransaction","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
model,"Budget and Telegram","app/Models\BudgetRawMessage.php:7","Eloquent model for BudgetRawMessage persistence and relationships","BudgetRawMessage","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
model,"Budget and Telegram","app/Models\BudgetCategory.php:8","Eloquent model for BudgetCategory persistence and relationships","BudgetCategory","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
model,"Messaging and automation","app/Models\AutomationWebhookLog.php:8","Eloquent model for AutomationWebhookLog persistence and relationships","AutomationWebhookLog","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
model,"Messaging and automation","app/Models\AutomationEvent.php:8","Eloquent model for AutomationEvent persistence and relationships","AutomationEvent","Database migration table plus Filament/API/action consumers where present","Persistence through Eloquent; casts and relationships affect downstream behavior","Access controlled by consuming route/resource/action","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"migration_group","Marketing","database/migrations\2026_06_11_051924_create_marketing_channels_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_11_051924_create_marketing_channels_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"migration_group","Marketing","database/migrations\2026_06_11_051911_create_marketing_content_calendar_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_11_051911_create_marketing_content_calendar_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"migration_group","Marketing","database/migrations\2026_06_11_051858_create_marketing_reviews_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_11_051858_create_marketing_reviews_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"migration_group","Marketing","database/migrations\2026_06_11_051845_create_marketing_ad_spend_logs_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_11_051845_create_marketing_ad_spend_logs_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"migration_group","Marketing","database/migrations\2026_06_11_051823_create_marketing_campaigns_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_11_051823_create_marketing_campaigns_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"migration_group","Budget and Telegram","database/migrations\2026_06_10_210000_create_telegram_sessions_table.php:11","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_10_210000_create_telegram_sessions_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"migration_group","Lodging","database/migrations\2026_06_10_200000_add_review_request_sent_to_lodging_reservations.php:11","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_10_200000_add_review_request_sent_to_lodging_reservations.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"migration_group","Scheduling","database/migrations\2026_06_10_132934_create_work_shifts_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_10_132934_create_work_shifts_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Scheduling; tests/Feature/Panel/OrdineaDeZiTest.php",mapped
"migration_group","Lodging","database/migrations\2026_06_10_000000_add_booking_com_to_lodging_reservations_source_check.php:","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_10_000000_add_booking_com_to_lodging_reservations_source_check.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"migration_group","Budget and Telegram","database/migrations\2026_06_06_150000_create_budget_tables.php:12","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_150000_create_budget_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"migration_group","Payments","database/migrations\2026_06_06_140000_create_payment_tables.php:12","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_140000_create_payment_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"migration_group","Vehicle rental","database/migrations\2026_06_06_130000_create_rent_tables.php:12","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_130000_create_rent_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
"migration_group","Lodging","database/migrations\2026_06_06_120000_create_lodging_tables.php:12","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_120000_create_lodging_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"migration_group","Parking","database/migrations\2026_06_06_110000_create_parking_tables.php:12","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_110000_create_parking_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"migration_group","Messaging and automation","database/migrations\2026_06_06_100100_create_automation_tables.php:11","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_100100_create_automation_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"migration_group",System,"database/migrations\2026_06_06_100000_create_messaging_tables.php:12","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","2026_06_06_100000_create_messaging_tables.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"migration_group",System,"database/migrations\0001_01_01_000002_create_jobs_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","0001_01_01_000002_create_jobs_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"migration_group",System,"database/migrations\0001_01_01_000001_create_cache_table.php:14","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","0001_01_01_000001_create_cache_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"migration_group","Identity and access","database/migrations\0001_01_01_000000_create_users_table.php:15","Defines database schema, indexes, foreign keys, and table-level constraints for its domain","0001_01_01_000000_create_users_table.php","Laravel migrator; Eloquent models; PostgreSQL","Creates or alters persistent tables and constraints","Migration execution is operational/admin controlled","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"seeder","Budget and Telegram","database/seeders\BudgetCategorySeeder.php:8","Seeds reference or bootstrap data for Budget and Telegram","BudgetCategorySeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Telegram; tests/Feature/Api automation token coverage",mapped
"seeder","Identity and access","database/seeders\AdminUserSeeder.php:9","Seeds reference or bootstrap data for Identity and access","AdminUserSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"seeder","Lodging","database/seeders\LodgingReferenceSeeder.php:8","Seeds reference or bootstrap data for Lodging","LodgingReferenceSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"seeder",System,"database/seeders\DatabaseSeeder.php:8","Seeds reference or bootstrap data for System","DatabaseSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/ExampleTest.php or domain-specific coverage not identified in Task 3",mapped
"seeder","Marketing","database/seeders\MarketingChannelSeeder.php:8","Seeds reference or bootstrap data for Marketing","MarketingChannelSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"seeder","Messaging and automation","database/seeders\MessageTemplateSeeder.php:8","Seeds reference or bootstrap data for Messaging and automation","MessageTemplateSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"seeder","Parking","database/seeders\ParkingReferenceSeeder.php:8","Seeds reference or bootstrap data for Parking","ParkingReferenceSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"seeder","Identity and access","database/seeders\OperatorUserSeeder.php:9","Seeds reference or bootstrap data for Identity and access","OperatorUserSeeder","Laravel seeder command; config for bootstrap credentials where applicable","Creates/updates reference data or bootstrap users","Seeder execution is operational/admin controlled","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"filament_resource","Identity and access","app/Filament/Resources\Users\UserResource.php:16","Grouped Filament resource for User; pages/forms/tables under app\Filament\Resources\Users; explicit slug configured in resource where present","UserResource","User","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Panel/PanelAccessTest.php; tests/Feature/Panel/RoleAccessTest.php; tests/Feature/AdminUserSeederTest.php",mapped
"filament_resource","Messaging and automation","app/Filament/Resources\OutboundMessages\OutboundMessageResource.php:15","Grouped Filament resource for OutboundMessage; pages/forms/tables under app\Filament\Resources\OutboundMessages; explicit slug configured in resource where present","OutboundMessageResource","OutboundMessage","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php","spec-drift"
"filament_resource","Budget and Telegram","app/Filament/Resources\Salaries\SalaryResource.php:16","Grouped Filament resource for Salary; pages/forms/tables under app\Filament\Resources\Salaries; explicit slug configured in resource where present","SalaryResource","Salary","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"filament_resource","Budget and Telegram","app/Filament/Resources\BudgetRawMessages\BudgetRawMessageResource.php:16","Grouped Filament resource for BudgetRawMessage; pages/forms/tables under app\Filament\Resources\BudgetRawMessages; explicit slug configured in resource where present","BudgetRawMessageResource","BudgetRawMessage","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"filament_resource","Marketing","app/Filament/Resources\MarketingAdSpendLogs\MarketingAdSpendLogResource.php:16","Grouped Filament resource for MarketingAdSpendLog; pages/forms/tables under app\Filament\Resources\MarketingAdSpendLogs; explicit slug configured in resource where present","MarketingAdSpendLogResource","MarketingAdSpendLog","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"filament_resource","Messaging and automation","app/Filament/Resources\MessageTemplates\MessageTemplateResource.php:15","Grouped Filament resource for MessageTemplate; pages/forms/tables under app\Filament\Resources\MessageTemplates; explicit slug configured in resource where present","MessageTemplateResource",MessageTemplate,"Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php",mapped
"filament_resource","Budget and Telegram","app/Filament/Resources\BudgetCategories\BudgetCategoryResource.php:16","Grouped Filament resource for BudgetCategory; pages/forms/tables under app\Filament\Resources\BudgetCategories; explicit slug configured in resource where present","BudgetCategoryResource","BudgetCategory","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"filament_resource","Lodging","app/Filament/Resources\Rooms\RoomResource.php:15","Grouped Filament resource for Room; pages/forms/tables under app\Filament\Resources\Rooms; explicit slug configured in resource where present","RoomResource","Room","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"filament_resource","Marketing","app/Filament/Resources\MarketingReviews\MarketingReviewResource.php:16","Grouped Filament resource for MarketingReview; pages/forms/tables under app\Filament\Resources\MarketingReviews; explicit slug configured in resource where present","MarketingReviewResource","MarketingReview","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"filament_resource","Lodging","app/Filament/Resources\LodgingReservations\LodgingReservationResource.php:15","Grouped Filament resource for LodgingReservation; pages/forms/tables under app\Filament\Resources\LodgingReservations; explicit slug configured in resource where present","LodgingReservationResource","LodgingReservation","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"filament_resource","Vehicle rental","app/Filament/Resources\RentVehicles\RentVehicleResource.php:16","Grouped Filament resource for RentVehicle; pages/forms/tables under app\Filament\Resources\RentVehicles; explicit slug configured in resource where present","RentVehicleResource","RentVehicle","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
"filament_resource","Messaging and automation","app/Filament/Resources\AutomationWebhookLogs\AutomationWebhookLogResource.php:16","Grouped Filament resource for AutomationWebhookLog; pages/forms/tables under app\Filament\Resources\AutomationWebhookLogs; explicit slug configured in resource where present","AutomationWebhookLogResource","AutomationWebhookLog","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationOutboundMessagesTest.php; tests/Feature/Messaging; tests/Feature/Panel/SystemPanelTest.php","spec-drift"
"filament_resource","Marketing","app/Filament/Resources\MarketingContentCalendar\MarketingContentCalendarResource.php:16","Grouped Filament resource for MarketingContentCalendar; pages/forms/tables under app\Filament\Resources\MarketingContentCalendar; explicit slug configured in resource where present","MarketingContentCalendarResource","MarketingContentCalendar","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"filament_resource","Lodging","app/Filament/Resources\LodgingProperties\LodgingPropertyResource.php:16","Grouped Filament resource for LodgingProperty; pages/forms/tables under app\Filament\Resources\LodgingProperties; explicit slug configured in resource where present","LodgingPropertyResource","LodgingProperty","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationLodgingReservationWebhookTest.php; tests/Feature/Panel/Lodging*; tests/Feature/Schema/LodgingSchemaTest.php",mapped
"filament_resource","Marketing","app/Filament/Resources\MarketingChannels\MarketingChannelResource.php:16","Grouped Filament resource for MarketingChannel; pages/forms/tables under app\Filament\Resources\MarketingChannels; explicit slug configured in resource where present","MarketingChannelResource","MarketingChannel","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"filament_resource","Budget and Telegram","app/Filament/Resources\BudgetTransactions\BudgetTransactionResource.php:16","Grouped Filament resource for BudgetTransaction; pages/forms/tables under app\Filament\Resources\BudgetTransactions; explicit slug configured in resource where present","BudgetTransactionResource","BudgetTransaction","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Panel/Budget*; tests/Feature/Schema/BudgetSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"filament_resource","Marketing","app/Filament/Resources\MarketingCampaigns\MarketingCampaignResource.php:16","Grouped Filament resource for MarketingCampaign; pages/forms/tables under app\Filament\Resources\MarketingCampaigns; explicit slug configured in resource where present","MarketingCampaignResource","MarketingCampaign","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Marketing; tests/Feature/Marketing/MarketingResourcesAccessTest.php",mapped
"filament_resource","Vehicle rental","app/Filament/Resources\RentMaintenanceRecords\RentMaintenanceRecordResource.php:15","Grouped Filament resource for RentMaintenanceRecord; pages/forms/tables under app\Filament\Resources\RentMaintenanceRecords; explicit slug configured in resource where present","RentMaintenanceRecordResource","RentMaintenanceRecord","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
"filament_resource","Payments","app/Filament/Resources\Payments\PaymentResource.php:17","Grouped Filament resource for Payment; pages/forms/tables under app\Filament\Resources\Payments; explicit slug configured in resource where present","PaymentResource","Payment","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated admin-only canAccess()","tests/Feature/Panel/PaymentModelsTest.php; tests/Feature/Schema/PaymentSchemaTest.php; tests/Feature/Panel/RoleAccessTest.php",mapped
"filament_resource","Parking","app/Filament/Resources\ParkingLots\ParkingLotResource.php:16","Grouped Filament resource for ParkingLot; pages/forms/tables under app\Filament\Resources\ParkingLots; explicit slug configured in resource where present","ParkingLotResource","ParkingLot","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"filament_resource","Vehicle rental","app/Filament/Resources\RentContracts\RentContractResource.php:15","Grouped Filament resource for RentContract; pages/forms/tables under app\Filament\Resources\RentContracts; explicit slug configured in resource where present","RentContractResource","RentContract","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
"filament_resource","Parking","app/Filament/Resources\ParkingReservations\ParkingReservationResource.php:16","Grouped Filament resource for ParkingReservation; pages/forms/tables under app\Filament\Resources\ParkingReservations; explicit slug configured in resource where present","ParkingReservationResource","ParkingReservation","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
"filament_resource","Vehicle rental","app/Filament/Resources\RentClients\RentClientResource.php:15","Grouped Filament resource for RentClient; pages/forms/tables under app\Filament\Resources\RentClients; explicit slug configured in resource where present","RentClientResource","RentClient","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Panel/Rent*; tests/Feature/Schema/RentSchemaTest.php",mapped
"filament_resource","Parking","app/Filament/Resources\ParkingCustomers\ParkingCustomerResource.php:15","Grouped Filament resource for ParkingCustomer; pages/forms/tables under app\Filament\Resources\ParkingCustomers; explicit slug configured in resource where present","ParkingCustomerResource","ParkingCustomer","Create/edit/delete actions may persist records; relation managers may expose child records","Filament authenticated panel user unless page/action adds restrictions","tests/Feature/Api/AutomationParkingReservationWebhookTest.php; tests/Feature/Panel/Parking*; tests/Feature/Schema/ParkingSchemaTest.php",mapped
